online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
No,Yes,4.6,866,Koramangala 4th Block,others,others,"1,400",Dine-out
No,Yes,4.6,4947,Koramangala 5th Block,others,others,"1,800",Dine-out
Yes,No,4.3,3447,Koramangala 7th Block,Casual Dining,North Indian,600,Dine-out
No,Yes,4.5,1932,Koramangala 5th Block,others,others,"1,400",Dine-out
No,No,4.0,2729,Koramangala 5th Block,Cafe,others,"1,300",Dine-out
Yes,No,4.4,7210,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,Yes,4.2,1214,JP Nagar,Casual Dining,others,"1,200",Dine-out
No,Yes,4.3,1201,JP Nagar,others,others,"1,500",Dine-out
Yes,Yes,4.4,3667,Koramangala 5th Block,Casual Dining,others,"1,400",Dine-out
No,Yes,4.4,1213,Koramangala 4th Block,others,others,"1,200",Dine-out
No,Yes,3.9,1771,JP Nagar,others,others,"1,300",Dine-out
Yes,Yes,4.5,710,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
No,Yes,4.1,782,others,Casual Dining,others,"1,500",Dine-out
Yes,No,3.700448817952718,0,JP Nagar,Casual Dining,others,600,Dine-out
No,Yes,4.1,1786,Koramangala 5th Block,Casual Dining,others,"1,000",Dine-out
No,Yes,4.3,956,Bannerghatta Road,"Casual Dining, Bar",others,"1,000",Dine-out
No,Yes,4.0,2151,Koramangala 5th Block,others,others,"1,000",Dine-out
No,No,4.4,159,Koramangala 5th Block,others,others,600,Dine-out
Yes,No,3.9,682,Jayanagar,Casual Dining,others,650,Dine-out
No,Yes,4.5,678,Koramangala 5th Block,Casual Dining,others,"1,400",Dine-out
No,No,4.3,2296,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,Yes,4.3,2563,Koramangala 5th Block,others,others,"1,200",Dine-out
Yes,No,4.4,1944,Jayanagar,Casual Dining,others,800,Dine-out
Yes,Yes,4.1,1078,Jayanagar,Casual Dining,"North Indian, Chinese","1,000",Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,others,others,"1,000",Dine-out
Yes,Yes,4.4,1851,Koramangala 6th Block,Casual Dining,Chinese,"1,100",Dine-out
Yes,Yes,4.4,677,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,Yes,4.1,1697,Koramangala 5th Block,Casual Dining,"North Indian, Chinese","1,200",Dine-out
Yes,Yes,4.2,1365,Koramangala 7th Block,"Casual Dining, Bar",others,"1,400",Dine-out
No,No,3.8,1159,Koramangala 5th Block,Casual Dining,others,650,Dine-out
Yes,No,4.3,1587,Koramangala 5th Block,Casual Dining,others,550,Dine-out
Yes,Yes,4.0,1851,Koramangala 6th Block,Casual Dining,North Indian,600,Dine-out
No,Yes,4.3,2241,Koramangala 5th Block,Casual Dining,others,"1,100",Dine-out
Yes,Yes,4.1,454,JP Nagar,Casual Dining,others,700,Dine-out
Yes,Yes,4.2,541,Koramangala 5th Block,others,others,"1,000",Dine-out
No,Yes,4.3,1463,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,3.7,26,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,No,3.8,120,HSR,Casual Dining,others,600,Dine-out
Yes,Yes,4.3,1800,Koramangala 5th Block,others,others,900,Dine-out
Yes,No,4.1,6875,Koramangala 5th Block,Casual Dining,others,750,Dine-out
No,No,4.1,435,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out
Yes,Yes,4.4,383,Koramangala 5th Block,"Casual Dining, Bar",others,"1,500",Dine-out
Yes,Yes,4.4,197,Koramangala 5th Block,Cafe,others,800,Dine-out
No,No,4.5,729,Koramangala 5th Block,Casual Dining,others,"1,200",Dine-out
No,No,4.0,335,Jayanagar,Casual Dining,others,550,Dine-out
Yes,No,4.4,939,Koramangala 5th Block,Cafe,others,900,Dine-out
Yes,Yes,3.700448817952718,0,JP Nagar,Casual Dining,others,800,Dine-out
Yes,Yes,4.2,468,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,4.7,1022,Koramangala 7th Block,others,others,550,Dine-out
No,Yes,3.700448817952718,0,Koramangala 5th Block,others,others,"1,500",Dine-out
Yes,Yes,4.1,587,JP Nagar,"Casual Dining, Bar",others,"1,200",Dine-out
No,Yes,4.4,464,Koramangala 4th Block,Cafe,others,800,Dine-out
Yes,No,4.1,956,JP Nagar,Casual Dining,others,600,Dine-out
No,Yes,4.5,546,Koramangala 5th Block,Cafe,others,900,Dine-out
No,No,3.700448817952718,0,JP Nagar,Casual Dining,North Indian,"1,000",Dine-out
Yes,No,4.2,532,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,No,4.3,336,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,No,4.1,1555,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,No,3.8,22,Koramangala 5th Block,Cafe,others,600,Dine-out
No,No,3.9,1155,Koramangala 4th Block,Casual Dining,others,650,Dine-out
Yes,Yes,3.7,20,others,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out
Yes,Yes,4.1,1774,Koramangala 5th Block,others,others,"1,200",Dine-out
No,Yes,4.1,770,Koramangala 4th Block,"Casual Dining, Bar",others,800,Dine-out
Yes,No,4.0,181,JP Nagar,Casual Dining,others,550,Dine-out
No,Yes,4.1,759,others,others,"North Indian, Chinese","1,200",Dine-out
Yes,No,4.6,406,Bannerghatta Road,Casual Dining,others,"1,000",Dine-out
Yes,Yes,4.2,2709,others,Cafe,others,"1,000",Dine-out
Yes,Yes,4.0,1509,others,Cafe,others,900,Dine-out
Yes,No,3.9,1138,Koramangala 5th Block,Casual Dining,others,500,Dine-out
No,Yes,4.2,1192,JP Nagar,others,others,"1,200",Dine-out
Yes,No,4.1,1112,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,Yes,4.0,792,Koramangala 7th Block,Casual Dining,North Indian,900,Dine-out
Yes,No,4.0,957,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Yes,No,4.0,313,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Yes,No,3.6,14,Koramangala 7th Block,Casual Dining,others,400,Dine-out
Yes,Yes,4.1,1336,HSR,Casual Dining,others,800,Dine-out
No,Yes,4.4,320,Koramangala 5th Block,Casual Dining,others,"1,200",Dine-out
Yes,Yes,4.2,869,Koramangala 5th Block,Cafe,others,600,Dine-out
No,No,4.0,431,Koramangala 5th Block,Cafe,others,,Dine-out
Yes,No,4.2,1059,Koramangala 5th Block,Cafe,others,800,Dine-out
No,No,4.1,674,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out
Yes,No,3.700448817952718,0,Bannerghatta Road,Casual Dining,others,800,Dine-out
Yes,Yes,4.1,218,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,Yes,4.2,1430,JP Nagar,Casual Dining,others,800,Dine-out
Yes,No,3.9,778,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,No,3.8,658,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,4.1,137,Koramangala 5th Block,Cafe,others,"1,200",Dine-out
Yes,No,4.1,306,Koramangala 7th Block,Cafe,others,600,Dine-out
Yes,No,3.7,31,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out
No,Yes,4.1,1235,Koramangala 5th Block,others,others,"1,500",Dine-out
Yes,No,3.8,208,Bannerghatta Road,Casual Dining,others,700,Dine-out
Yes,Yes,4.1,400,Koramangala 5th Block,others,others,"1,200",Dine-out
No,Yes,4.1,466,JP Nagar,Casual Dining,others,700,Dine-out
Yes,No,4.0,510,Koramangala 7th Block,Casual Dining,others,750,Dine-out
No,No,3.9,737,Koramangala 6th Block,others,others,"1,400",Dine-out
No,Yes,3.9,144,Koramangala 5th Block,others,others,"1,000",Dine-out
Yes,No,4.1,588,JP Nagar,Casual Dining,others,700,Dine-out
Yes,Yes,4.2,1692,Koramangala 5th Block,Cafe,others,650,Dine-out
No,No,3.9,66,others,others,"North Indian, Chinese","1,500",Dine-out
Yes,No,3.6,16,Koramangala 5th Block,Cafe,others,500,Dine-out
Yes,No,4.0,1308,JP Nagar,Casual Dining,others,750,Dine-out
Yes,Yes,4.0,790,JP Nagar,Casual Dining,others,"1,300",Dine-out
Yes,Yes,4.0,1014,JP Nagar,others,others,"1,300",Dine-out
Yes,Yes,4.2,344,Koramangala 5th Block,Casual Dining,North Indian,500,Dine-out
Yes,Yes,4.1,1027,Bannerghatta Road,Casual Dining,North Indian,"1,000",Dine-out
Yes,No,4.0,508,JP Nagar,others,others,"1,000",Dine-out
Yes,Yes,4.0,235,Koramangala 5th Block,Casual Dining,others,800,Dine-out
No,Yes,4.1,446,Koramangala 7th Block,Casual Dining,North Indian,650,Dine-out
No,No,3.9,31,Koramangala 4th Block,others,others,"1,000",Dine-out
Yes,Yes,4.2,239,JP Nagar,others,others,600,Dine-out
Yes,Yes,4.0,1382,Koramangala 7th Block,Casual Dining,others,"1,100",Dine-out
Yes,No,3.7,111,Bannerghatta Road,Casual Dining,others,800,Dine-out
Yes,Yes,4.4,4386,JP Nagar,others,others,600,Dine-out
Yes,No,4.3,480,Koramangala 5th Block,Cafe,others,450,Dine-out
Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,others,500,Dine-out
No,Yes,3.9,281,Koramangala 7th Block,"Casual Dining, Bar",others,"1,000",Dine-out
Yes,No,3.7,65,Koramangala 5th Block,Casual Dining,others,800,Dine-out
No,Yes,3.9,579,Koramangala 5th Block,others,others,"1,300",Dine-out
Yes,No,3.9,823,Koramangala 5th Block,Casual Dining,others,550,Dine-out
No,No,4.0,130,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Yes,No,3.9,320,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650,Dine-out
No,No,4.2,386,JP Nagar,Cafe,others,700,Dine-out
No,No,4.1,1223,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,3.7,31,Koramangala 7th Block,Cafe,others,500,Dine-out
Yes,No,3.700448817952718,0,Bannerghatta Road,Casual Dining,others,600,Dine-out
Yes,No,4.5,2594,Koramangala 5th Block,others,others,500,Dine-out
Yes,Yes,4.2,293,Koramangala 5th Block,Casual Dining,others,800,Dine-out
No,Yes,3.9,1388,Koramangala 5th Block,others,others,"1,400",Dine-out
Yes,No,3.9,452,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,3.2,12,others,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out
Yes,No,3.700448817952718,0,Jayanagar,Quick Bites,others,300,Dine-out
No,No,4.3,988,Koramangala 5th Block,Quick Bites,others,350,Dine-out
Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,No,3.5,888,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Yes,No,3.7,158,Jayanagar,Casual Dining,others,700,Dine-out
No,No,3.8,500,Bannerghatta Road,Casual Dining,others,,Dine-out
Yes,No,4.0,310,Jayanagar,Cafe,others,750,Dine-out
Yes,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Yes,No,3.8,41,HSR,Casual Dining,"North Indian, Chinese",700,Dine-out
No,No,3.8,83,Jayanagar,Quick Bites,others,400,Dine-out
No,No,3.8,157,HSR,others,others,"1,300",Dine-out
No,No,4.1,172,Koramangala 7th Block,Cafe,others,650,Dine-out
Yes,No,3.8,232,Jayanagar,Casual Dining,others,600,Dine-out
Yes,No,4.0,610,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Yes,No,4.1,164,Jayanagar,Quick Bites,others,400,Dine-out
Yes,No,4.2,189,Koramangala 6th Block,Quick Bites,others,300,Dine-out
No,No,4.1,873,JP Nagar,Quick Bites,South Indian,300,Dine-out
Yes,No,3.2,908,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,4.2,522,Koramangala 7th Block,Quick Bites,others,450,Dine-out
No,No,3.3,24,HSR,Casual Dining,"North Indian, Chinese",600,Dine-out
Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,others,350,Dine-out
Yes,No,3.8,30,Jayanagar,Cafe,Cafe,400,Dine-out
Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550,Dine-out
No,No,3.7,26,Jayanagar,Quick Bites,South Indian,200,Dine-out
Yes,Yes,3.5,59,HSR,Casual Dining,others,700,Dine-out
Yes,No,4.3,165,Koramangala 5th Block,Quick Bites,others,500,Dine-out
No,No,3.9,118,Jayanagar,Casual Dining,others,800,Dine-out
Yes,No,4.4,384,Koramangala 7th Block,Quick Bites,others,300,Dine-out
Yes,No,3.9,51,Bannerghatta Road,Quick Bites,others,400,Dine-out
No,No,4.2,51,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out
Yes,No,4.1,90,Koramangala 5th Block,Cafe,others,600,Dine-out
No,Yes,4.3,104,Koramangala 7th Block,Casual Dining,others,"1,000",Dine-out
Yes,No,4.2,556,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,others,750,Dine-out
Yes,No,4.3,245,Koramangala 5th Block,Quick Bites,others,600,Dine-out
No,No,3.0,37,Koramangala 5th Block,others,others,"1,000",Dine-out
No,No,3.7,202,JP Nagar,Casual Dining,others,900,Dine-out
Yes,No,4.3,277,Koramangala 7th Block,Quick Bites,North Indian,450,Dine-out
Yes,No,4.0,750,others,Quick Bites,North Indian,250,Dine-out
Yes,No,3.8,47,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,No,3.0,66,Koramangala 5th Block,Casual Dining,others,700,Dine-out
No,Yes,4.1,353,others,others,others,"2,000",Dine-out
No,No,3.9,124,Bannerghatta Road,Cafe,others,500,Dine-out
No,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,3.1,53,HSR,Casual Dining,others,750,Dine-out
Yes,No,3.6,122,HSR,Casual Dining,others,550,Dine-out
Yes,No,3.6,19,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
No,No,4.0,181,Koramangala 5th Block,others,North Indian,150,Dine-out
Yes,No,3.7,72,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",450,Dine-out
Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,No,3.9,1043,Koramangala 7th Block,Quick Bites,others,600,Dine-out
No,No,3.8,103,Koramangala 4th Block,others,others,"1,500",Dine-out
No,No,4.1,208,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,3.4,7,HSR,Quick Bites,others,300,Dine-out
Yes,No,4.1,323,Koramangala 7th Block,Cafe,others,700,Dine-out
Yes,No,3.2,51,Bannerghatta Road,Casual Dining,"North Indian, Chinese",400,Dine-out
Yes,No,3.7,125,JP Nagar,others,others,400,Dine-out
Yes,No,4.0,152,Koramangala 5th Block,others,others,350,Dine-out
No,No,3.8,38,Koramangala 6th Block,Casual Dining,others,900,Dine-out
Yes,No,3.8,331,HSR,Quick Bites,North Indian,350,Dine-out
Yes,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,3.5,79,Jayanagar,Casual Dining,others,600,Dine-out
Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery",others,500,Dine-out
No,Yes,3.9,165,JP Nagar,Casual Dining,others,"1,000",Dine-out
No,No,3.9,371,HSR,Casual Dining,"South Indian, North Indian",400,Dine-out
Yes,No,3.6,37,Jayanagar,Quick Bites,South Indian,300,Dine-out
Yes,No,3.4,56,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Dine-out
Yes,No,3.8,76,Koramangala 5th Block,Quick Bites,others,500,Dine-out
Yes,No,4.2,99,Koramangala 7th Block,others,others,900,Dine-out
Yes,No,3.7,20,Koramangala 1st Block,Quick Bites,others,300,Dine-out
Yes,No,3.8,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",400,Dine-out
Yes,No,3.8,21,JP Nagar,Quick Bites,others,400,Dine-out
Yes,No,3.9,48,HSR,Quick Bites,others,400,Dine-out
No,No,4.0,193,JP Nagar,Casual Dining,others,500,Dine-out
Yes,No,3.8,49,JP Nagar,Casual Dining,others,400,Dine-out
Yes,No,3.8,264,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Yes,No,2.6,208,JP Nagar,Casual Dining,others,650,Dine-out
Yes,No,3.4,212,HSR,Casual Dining,others,800,Dine-out
Yes,No,3.8,33,HSR,Quick Bites,others,400,Dine-out
No,No,3.4,97,JP Nagar,"Casual Dining, Bar",others,"1,100",Dine-out
Yes,No,4.2,413,Koramangala 5th Block,Cafe,others,700,Dine-out
Yes,Yes,3.6,107,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",900,Dine-out
Yes,No,3.9,67,Jayanagar,Quick Bites,Fast Food,200,Dine-out
Yes,No,3.9,459,HSR,Quick Bites,others,600,Dine-out
Yes,No,3.7,22,Bannerghatta Road,Quick Bites,others,400,Dine-out
Yes,No,4.0,108,Jayanagar,Quick Bites,others,500,Dine-out
Yes,No,3.8,84,HSR,Quick Bites,others,400,Dine-out
Yes,No,4.0,684,Koramangala 5th Block,Quick Bites,others,250,Dine-out
Yes,No,3.700448817952718,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
No,No,3.9,139,Koramangala 7th Block,others,others,200,Dine-out
Yes,No,3.6,64,others,Casual Dining,others,400,Dine-out
Yes,No,4.2,166,Koramangala 5th Block,Quick Bites,Fast Food,300,Dine-out
Yes,Yes,3.5,551,Bannerghatta Road,Casual Dining,others,600,Dine-out
Yes,No,3.700448817952718,0,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,No,3.7,244,JP Nagar,Casual Dining,others,450,Dine-out
No,No,4.0,161,Jayanagar,Quick Bites,others,200,Dine-out
No,No,3.8,69,Bannerghatta Road,others,others,700,Dine-out
No,No,3.700448817952718,0,others,others,others,,Dine-out
No,No,3.700448817952718,0,Koramangala 5th Block,others,others,300,Dine-out
Yes,No,3.5,239,Koramangala 5th Block,Casual Dining,others,"1,000",Dine-out
Yes,Yes,4.2,325,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,4.1,301,Jayanagar,Quick Bites,others,200,Dine-out
No,No,3.7,34,JP Nagar,Cafe,others,500,Dine-out
No,No,3.7,34,Koramangala 5th Block,others,others,300,Dine-out
Yes,No,3.0,38,Bannerghatta Road,Casual Dining,others,550,Dine-out
Yes,No,3.8,146,JP Nagar,Casual Dining,Chinese,600,Dine-out
Yes,No,3.7,37,JP Nagar,Casual Dining,others,800,Dine-out
Yes,No,4.0,911,Bannerghatta Road,Quick Bites,others,600,Dine-out
Yes,No,3.6,10,JP Nagar,Quick Bites,others,200,Dine-out
Yes,No,3.9,498,Koramangala 6th Block,Quick Bites,others,300,Dine-out
Yes,No,3.7,54,Jayanagar,Quick Bites,others,400,Dine-out
Yes,No,3.9,126,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
Yes,No,3.8,122,Jayanagar,Casual Dining,others,700,Dine-out
Yes,No,3.3,67,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Dine-out
Yes,No,4.0,76,others,Quick Bites,others,300,Dine-out
No,No,3.3,50,Bannerghatta Road,others,Chinese,400,Dine-out
Yes,No,3.3,4,Bannerghatta Road,Quick Bites,others,400,Dine-out
Yes,No,3.8,190,HSR,Quick Bites,others,250,Dine-out
No,No,3.6,11,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,Quick Bites,others,100,Dine-out
Yes,No,3.3,394,Koramangala 7th Block,Quick Bites,North Indian,400,Dine-out
Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,others,400,Dine-out
Yes,No,3.7,14,Koramangala 5th Block,Quick Bites,others,250,Dine-out
No,No,3.8,27,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,3.8,139,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,3.9,315,Jayanagar,Quick Bites,others,300,Dine-out
Yes,No,4.2,450,Jayanagar,Cafe,others,400,Dine-out
No,Yes,3.8,169,Koramangala 4th Block,others,"South Indian, North Indian","1,300",Dine-out
Yes,No,4.1,119,HSR,Quick Bites,others,200,Dine-out
Yes,No,3.4,8,HSR,Quick Bites,others,350,Dine-out
Yes,No,3.700448817952718,0,Jayanagar,Quick Bites,others,400,Dine-out
Yes,No,4.2,289,Bannerghatta Road,Quick Bites,others,400,Dine-out
No,No,3.6,16,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.1,117,Koramangala 7th Block,Quick Bites,Biryani,200,Dine-out
No,No,3.1,28,Bannerghatta Road,others,others,600,Dine-out
No,No,3.7,43,Jayanagar,"Casual Dining, Bar",others,400,Dine-out
No,No,3.3,177,JP Nagar,Casual Dining,others,950,Dine-out
No,No,3.700448817952718,0,others,others,others,300,Dine-out
Yes,No,3.8,22,Koramangala 5th Block,Cafe,others,500,Dine-out
Yes,No,3.8,34,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,3.9,153,JP Nagar,others,others,400,Dine-out
Yes,No,3.6,10,Bannerghatta Road,Quick Bites,others,250,Dine-out
No,No,3.6,23,Koramangala 5th Block,others,others,200,Dine-out
No,No,4.0,57,Koramangala 5th Block,Casual Dining,others,400,Dine-out
Yes,No,3.9,391,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Yes,No,3.6,97,JP Nagar,Casual Dining,others,600,Dine-out
Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,2.6,18,JP Nagar,Cafe,Cafe,500,Dine-out
No,No,3.5,17,others,Quick Bites,others,250,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,others,others,300,Dine-out
Yes,No,3.6,36,HSR,Quick Bites,others,250,Dine-out
Yes,No,3.7,51,Koramangala 5th Block,Quick Bites,others,300,Dine-out
Yes,No,3.6,29,Jayanagar,others,others,400,Dine-out
Yes,No,4.0,166,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
No,No,3.2,21,others,Quick Bites,"North Indian, Chinese",300,Dine-out
Yes,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,others,300,Dine-out
Yes,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,others,400,Dine-out
Yes,No,3.9,44,Koramangala 5th Block,Quick Bites,others,500,Dine-out
No,No,3.3,9,others,Quick Bites,others,150,Dine-out
Yes,No,3.8,57,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Yes,No,3.9,97,Jayanagar,Quick Bites,South Indian,200,Dine-out
Yes,No,3.3,15,Bannerghatta Road,Quick Bites,Fast Food,350,Dine-out
Yes,No,3.6,95,Koramangala 1st Block,Quick Bites,others,300,Dine-out
Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,Biryani,200,Dine-out
No,No,3.2,6,Koramangala 7th Block,Quick Bites,Biryani,150,Dine-out
No,No,3.8,40,JP Nagar,Quick Bites,South Indian,100,Dine-out
No,No,3.700448817952718,0,HSR,Quick Bites,others,300,Dine-out
Yes,No,3.4,17,Jayanagar,Quick Bites,Biryani,100,Dine-out
Yes,No,3.5,406,Jayanagar,Quick Bites,others,400,Dine-out
Yes,No,3.700448817952718,0,HSR,Quick Bites,"North Indian, South Indian, Chinese",400,Dine-out
No,No,3.8,109,Koramangala 5th Block,Cafe,others,800,Dine-out
No,No,3.4,5,Bannerghatta Road,others,others,300,Dine-out
Yes,No,3.7,59,HSR,Cafe,others,600,Dine-out
No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,"North Indian, Chinese","1,000",Dine-out
Yes,No,3.700448817952718,0,Rajajinagar,Quick Bites,others,250,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,others,350,Dine-out
Yes,No,3.8,46,Jayanagar,Dessert Parlor,others,400,Dine-out
No,No,3.7,20,Jayanagar,Quick Bites,South Indian,200,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,North Indian,300,Dine-out
Yes,No,3.9,85,Koramangala 7th Block,Quick Bites,North Indian,400,Dine-out
Yes,No,3.9,551,Koramangala 7th Block,Quick Bites,others,600,Dine-out
No,No,3.7,19,Koramangala 7th Block,others,others,300,Dine-out
No,No,3.5,14,Koramangala 7th Block,Casual Dining,"Chinese, North Indian","1,000",Dine-out
No,No,3.2,8,JP Nagar,Quick Bites,North Indian,300,Dine-out
No,No,3.5,25,Bannerghatta Road,others,others,500,Dine-out
No,No,3.4,24,JP Nagar,others,others,600,Dine-out
Yes,No,3.0,25,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Yes,No,2.8,151,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.9,247,Jayanagar,Cafe,others,400,Dine-out
Yes,No,3.5,9,Koramangala 7th Block,others,others,700,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,others,others,500,Dine-out
Yes,No,3.8,46,JP Nagar,Quick Bites,others,450,Dine-out
Yes,No,3.7,24,HSR,Quick Bites,others,250,Dine-out
Yes,No,3.1,10,JP Nagar,others,others,500,Dine-out
Yes,No,3.9,99,Bannerghatta Road,Quick Bites,"South Indian, North Indian",300,Dine-out
Yes,No,3.9,386,JP Nagar,Quick Bites,others,600,Dine-out
No,No,3.4,12,JP Nagar,others,others,300,Dine-out
No,No,3.6,43,JP Nagar,others,others,400,Dine-out
No,No,3.9,152,Koramangala 7th Block,others,others,500,Dine-out
No,No,3.2,6,Jayanagar,Quick Bites,South Indian,400,Dine-out
Yes,No,3.9,344,HSR,Quick Bites,"North Indian, Chinese",500,Dine-out
Yes,No,3.0,59,JP Nagar,Casual Dining,others,650,Dine-out
No,No,3.6,10,others,Casual Dining,others,700,Dine-out
Yes,Yes,4.0,128,HSR,Casual Dining,others,900,Dine-out
Yes,No,3.9,96,Koramangala 1st Block,Quick Bites,others,350,Dine-out
Yes,No,3.6,25,Bannerghatta Road,Quick Bites,Chinese,100,Dine-out
Yes,No,4.1,609,Bannerghatta Road,Quick Bites,North Indian,400,Dine-out
Yes,No,3.8,1,JP Nagar,Quick Bites,North Indian,450,Dine-out
No,No,3.5,15,HSR,Cafe,others,250,Dine-out
No,No,3.3,19,HSR,others,others,600,Dine-out
No,No,2.8,14,Bannerghatta Road,others,"South Indian, North Indian",300,Dine-out
No,No,3.5,70,Koramangala 7th Block,Quick Bites,others,200,Dine-out
No,No,3.3,6,HSR,Quick Bites,Chinese,250,Dine-out
No,No,3.7,36,Koramangala 7th Block,others,others,400,Dine-out
No,No,3.700448817952718,0,JP Nagar,"Casual Dining, Bar","North Indian, Chinese",700,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,Cafe,others,400,Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
Yes,No,3.7,132,JP Nagar,Cafe,others,400,Dine-out
Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Dine-out
Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,others,500,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450,Dine-out
